season,site,parameter,t_mean01,t_mean99,t_slope_behind_01,t_slope_behind_99,t_sd_0199
snowmelt,archery,Temperature,7.38140110015869,19.2975284576416,-0.011432087580363,0.0189409637451172,2.2198080177421455
winter_baseflow,archery,Temperature,2.98154045581818,17.7513962554932,-0.013274029413859,0.029112237294515,3.1734122098116453
monsoon,archery,Turbidity,0,250.454666748047,-10.6936576080322,10.8665128326415,28.110324480353206
snowmelt,archery,Turbidity,0,526.515639648438,-9.73192179361979,9.62245166015625,144.56274406217668
winter_baseflow,archery,Turbidity,0.115171722099185,84.0587506103525,-2.82245861828327,5.37479766964911,8.699944702021321
fall_baseflow,boxelder,Battery Level,20,59,-0.0666666666666667,NA,9.76707834736381
monsoon,boxelder,Battery Level,0,70,-0.0666666666666667,NA,9.527854093324182
snowmelt,boxelder,Battery Level,0,91,-0.0666666666666667,NA,2.4395581984482457
winter_baseflow,boxelder,Battery Level,0,94,-0.0666666666666667,NA,30.1861708688375
fall_baseflow,boxelder,Chl-a Fluorescence,0.0127151080593467,0.268943059444427,-0.0175782207846642,0.0183609865506488,0.021658265537749907
winter_baseflow,boxelder,Chl-a Fluorescence,0.028006923943758,0.421572969555855,-0.0296909449175,0.0268949050108591,0.061839458395333835
fall_baseflow,boxelder,Depth,0.314646088685989,1.23108166574478,-9.53786307144167e-4,9.45184264373779e-4,0.19943878537704807
monsoon,boxelder,Depth,0.108213882209301,1.11600928411102,-0.00135802975273132,0.00291876434431076,0.2386637962439723
snowmelt,boxelder,Depth,0.31459273632,2.47322415344238,-0.0023671981104,0.00327129664154052,0.6828018622048025
winter_baseflow,boxelder,Depth,0.286215303108,0.660898059474976,-8.52637360000001e-4,9.4324000993262e-4,0.08335631799942723
fall_baseflow,boxelder,DO,6.37965769767761,13.1211686611176,-0.0241500943501791,0.0361922413508098,1.4424983829070306
monsoon,boxelder,DO,0.072464050874114,12.5707037067413,-0.0763927771250407,0.0851387110253174,1.6077261355838874
snowmelt,boxelder,DO,0,9.66751676559448,-0.129985573996826,0.135854845095541,2.2010082856187574
winter_baseflow,boxelder,DO,4.43517721176147,13.0782413864136,-0.0893780760765076,0.0927721201578776,1.8051953063383894
fall_baseflow,boxelder,External Voltage,15.3540000915527,15.78600025177,-0.00300000508626302,0.00300000508626302,0.16935968259051898
monsoon,boxelder,External Voltage,15.6960000991821,15.8760004043579,-0.00300000508626302,0.00300000508626302,0.04283553998111338
snowmelt,boxelder,External Voltage,0,15.8669996261597,-0.00359999338785807,0.00359999338785807,0.8571630448239657
winter_baseflow,boxelder,External Voltage,0,15.8489999771118,-0.00359999338785797,0.00359999338785795,0.664618532393057
fall_baseflow,boxelder,ORP,0.0937123397827148,0.455513771057129,-0.00144259016927083,7.41997233072914e-4,0.09709878505323796
monsoon,boxelder,ORP,0.11147167427063,0.470040317993164,-0.00172440185546875,0.00128245035807292,0.06489518806830633
snowmelt,boxelder,ORP,-0.420861502,0.513133193359375,-0.003945274304,0.00396269196,0.2557102027197621
winter_baseflow,boxelder,ORP,0.129490361328125,0.396144625244141,-0.00105735131835937,8.28100066666666e-4,0.070927295474901
fall_baseflow,boxelder,pH,7.88350431919098,8.93720636367798,-0.00218422253926595,0.00345094045003255,0.2642294867519957
monsoon,boxelder,pH,7.616512799263,9.55669980049133,-0.00958997408548991,0.0109198379516601,0.42346383659515885
snowmelt,boxelder,pH,7.06772516,8.62923656463623,-0.00738280018290202,0.00801262378692628,0.3901806115103931
winter_baseflow,boxelder,pH,7.79217164,9.31619842529297,-0.00563454755147298,0.00570077006022135,0.29264082231113164
fall_baseflow,boxelder,Specific Conductivity,170.70471862793,2205.74716796875,-1.79587674967448,0.925295817057292,387.15246117147836
monsoon,boxelder,Specific Conductivity,146.15514251709,1314.46496826172,-3.27864135742188,1.41679223632813,264.10769076262795
snowmelt,boxelder,Specific Conductivity,53.937477722168,1515.73108,-2.7128601582845,1.47681160000001,261.6435830746768
winter_baseflow,boxelder,Specific Conductivity,164.780308,1803.60938110352,-2.28946012369792,1.64432158723958,487.31339831367404
fall_baseflow,boxelder,Temperature,-0.00633544903248545,18.2965232849121,-0.0128020655314127,0.0272742144266764,4.373664595207948
monsoon,boxelder,Temperature,13.9036874389648,28.2125929069519,-0.017460033416748,0.0298343404134114,2.90118630774534
snowmelt,boxelder,Temperature,8.45591402053833,19.9734070587158,-0.0151229106131998,0.0305633434769694,2.223776578392808
winter_baseflow,boxelder,Temperature,1.09863900661469,18.9435384,-0.0231501617431641,0.0511933053334554,4.092383810492314
fall_baseflow,boxelder,Turbidity,0,178.460220336914,-1.58116434351603,1.70948212432862,15.74826849835948
monsoon,boxelder,Turbidity,0,671.649795532227,-39.8938317203522,37.9954472541809,93.11444624344679
snowmelt,boxelder,Turbidity,1.50804938,2212.05563720703,-80.308532489362,67.61400352,236.5968172156919
winter_baseflow,boxelder,Turbidity,0,284.161619000001,-21.3557328133333,21.5463536266666,26.67326212019752
monsoon,legacy,Battery Level,53,75,-0.0666666666666667,NA,4.432346195419473
snowmelt,legacy,Battery Level,67,90,-0.0666666666666667,NA,6.815189938197831
winter_baseflow,legacy,Battery Level,90,97,-0.0666666666666667,NA,1.9663306803374845
fall_baseflow,legacy,Depth,0.176700868083,2.29460070612717,-0.0197587474365234,0.0107377035942078,0.5232118477703062
monsoon,legacy,Depth,0.157885858523846,0.733957587404251,-0.00128854467716217,0.00208018746566772,0.12718971240458615
snowmelt,legacy,Depth,0.228077243391037,1.41655423278809,-0.00388606270217896,0.00394794228267671,0.301126423277533
winter_baseflow,legacy,Depth,0.175827873767853,2.26575533672893,-0.00176237382202148,0.00186037379951477,0.1483330262372137
fall_baseflow,legacy,DO,5.62213272571564,13.976190290451,-0.0251144688924154,0.0269142901102701,1.6353271720856892
monsoon,legacy,DO,5.99724864959717,10.2726298014323,-0.0179513362248739,0.0140861752827962,0.7671344066343049
snowmelt,legacy,DO,3.55910183668137,10.9032786273956,-0.0303522135416667,0.0222001444498698,0.7537863261692999
winter_baseflow,legacy,DO,7.15662225246429,12.1265231227875,-0.0162474536895752,0.0155996621449788,1.0150220035746484
fall_baseflow,legacy,External Voltage,15.7049999237061,15.8669996261597,-0.00300000508626302,0.00300000508626302,0.043600013003745955
monsoon,legacy,External Voltage,15.6450001398722,15.8850002288818,-0.00359999338785807,0.00359999338785807,0.06559773286023972
snowmelt,legacy,External Voltage,15.6780004501343,15.8760004043579,-0.00419998168945301,0.00359999338785819,0.057681580443951476
winter_baseflow,legacy,External Voltage,15.7320003509521,15.870599937439,-0.00300000508626314,0.00300000508626314,0.03101174110536066
fall_baseflow,legacy,ORP,0.187621215820312,0.459724393310547,-8.98717244466146e-4,8.06380310058594e-4,0.08265155288791011
monsoon,legacy,ORP,0.116743672790527,0.457534459228516,-0.00142693645562066,0.00179300268554687,0.06738301251379235
snowmelt,legacy,ORP,0.238497827453613,0.428955577087402,-0.00374349505615235,0.00142628377278646,0.04511455631212062
winter_baseflow,legacy,ORP,0.10239362487793,0.414181121826172,-0.00199416438802083,0.00172087098185222,0.07365026219777787
fall_baseflow,legacy,pH,7.62306064605713,9.41932907104492,-0.00837076314290365,0.00801437695821126,0.4939425374025244
monsoon,legacy,pH,5.42514338493347,9.25291347503662,-0.0168843590418498,0.0113571821848552,0.4029421593582652
snowmelt,legacy,pH,7.29444473266602,8.19429138183594,-0.00721691131591797,0.00678255971272784,0.14209152513674936
winter_baseflow,legacy,pH,7.69584703922272,9.4270782661438,-0.0299190254211426,0.0270744311014816,0.40591353061321955
fall_baseflow,legacy,Specific Conductivity,110.643973083496,405.686297607422,-1.21423482259115,1.10697969563802,82.78230387599969
monsoon,legacy,Specific Conductivity,0,355.018912353516,-0.656809336344401,0.505401529947914,61.941331679742106
snowmelt,legacy,Specific Conductivity,36.3656796646118,201.430726013183,-0.848549011230469,0.848107007344564,29.0566704622377
winter_baseflow,legacy,Specific Conductivity,0,394.014428710937,-1.04131801350912,1.20343946329753,80.55066431580356
fall_baseflow,legacy,Temperature,0.0902506849169731,18.2144855499268,-0.0128757368723551,0.0253431180318197,3.989468822110912
monsoon,legacy,Temperature,11.5088227272034,27.2218567848206,-0.0309404347737628,0.0440665512084962,2.562636308737646
snowmelt,legacy,Temperature,6.47273045539856,17.8468530845642,-0.011717357635498,0.0232337849934895,2.2884060357548686
winter_baseflow,legacy,Temperature,0.438603019714355,17.0673725128174,-0.0271659787495931,0.0441786893208822,3.8359662161786687
fall_baseflow,legacy,Turbidity,0.381359818577766,61.2715429306025,-2.87609788457553,2.38120932261151,6.239403612770833
monsoon,legacy,Turbidity,0,426.531085205077,-15.8293239339193,14.078145304362,57.44607880774615
snowmelt,legacy,Turbidity,0,510.271448974606,-22.5716821111043,20.4563678792318,82.35851951425349
winter_baseflow,legacy,Turbidity,0.505313029289246,364.109189453125,-24.439148844401,15.799706736246801,30.579555168641203
monsoon,lincoln,Battery Level,0,70,-0.0666666666666667,NA,18.707919965216142
fall_baseflow,lincoln,Chl-a Fluorescence,0.00979999989271164,0.687669293880464,-0.052746394276619,0.0539339924603701,0.09193777679883454
monsoon,lincoln,Chl-a Fluorescence,0.010797565728426,0.176688105911016,-0.0172420104717215,0.0141009007145959,0.014017807375635084
winter_baseflow,lincoln,Chl-a Fluorescence,0.218813864439726,2.19885595440864,-0.118582030574481,0.138660243789355,0.1969733863065473
fall_baseflow,lincoln,Depth,0.0239023865919113,0.44255624630928,-0.00119421014938355,0.00198812905864716,0.1084949777139123
monsoon,lincoln,Depth,0.0221719892383218,0.459195260478973,-7.36158457183839e-4,0.00237605366020204,0.09916282634924675
winter_baseflow,lincoln,Depth,0.0823396341462136,0.0998438007223606,-3.13961123228073e-4,3.72851775217056e-4,0.003388870210624846
fall_baseflow,lincoln,DO,6.80709894180298,13.0212448501587,-0.0145432968139648,0.0171690724690754,1.329462914182429
monsoon,lincoln,DO,1.73328359246254,10.4115309715271,-0.0182204920450846,0.0138774092992147,0.8512215446446432
winter_baseflow,lincoln,DO,10.0825786399841,13.0106201553345,-0.0128318532307944,0.0143503754933676,0.929622479558792
fall_baseflow,lincoln,External Voltage,15.4259996414185,15.5069999694824,-0.00120004018147786,0.00120004018147786,0.01617126480246518
monsoon,lincoln,External Voltage,0,16.0030002593994,-0.00300000508626302,0.00300000508626302,1.5643656291170756
winter_baseflow,lincoln,External Voltage,15.4350004196167,15.4890003204346,-0.00119997660319022,0.00120004018147786,0.01024543962121312
fall_baseflow,lincoln,ORP,0.247838775634766,0.441471593017578,-6.52893371582031e-4,6.51674886067707e-4,0.04139855280792761
monsoon,lincoln,ORP,0.123576953125,0.43806728515625,-0.00105126749674479,9.10131245930987e-4,0.06462360311771129
winter_baseflow,lincoln,ORP,0.352464655456543,0.408441373291016,-2.31293721516926e-4,1.7771797688802e-4,0.015722874121112798
fall_baseflow,lincoln,pH,7.74099888801575,9.25884399414063,-0.00626052856445312,0.00507336680094401,0.32494675850555305
monsoon,lincoln,pH,4.10940237045288,8.97109508514404,-0.00653402582804362,0.00629075829188029,0.6818310034171187
winter_baseflow,lincoln,pH,8.06312266349792,8.58891820907593,-0.00259920756022135,0.00209946568806966,0.16006863719423042
fall_baseflow,lincoln,Specific Conductivity,116.881631851196,501.384129333496,-0.800673197428385,0.394972737630211,114.12088611173658
monsoon,lincoln,Specific Conductivity,4.07268132209778,3165.86445556641,-2.23024831136068,0.900502705891927,216.29916173634496
winter_baseflow,lincoln,Specific Conductivity,421.173456420898,447.523782348633,-0.0860123901367209,0.0683216145833332,5.82536758137079
fall_baseflow,lincoln,Temperature,0.080572447180748,17.2838745117187,-0.00986831029256197,0.0208574237823486,4.028251486942044
monsoon,lincoln,Temperature,11.6579479217529,23.6095283508301,-0.0167229588826497,0.0286142158508301,2.3787487517028416
winter_baseflow,lincoln,Temperature,0.496967255175114,4.26653254508972,-0.00730221319198609,0.0128695952097575,0.7673382355042239
fall_baseflow,lincoln,Turbidity,2.9476725101471,57.989631652832,-3.11131389204661,3.20410801696779,8.79166661760168
monsoon,lincoln,Turbidity,0.287066040039062,312.48815612793,-8.04930405171712,6.992363038874,24.799888534946223
winter_baseflow,lincoln,Turbidity,4.49712474822998,8.26239262580871,-0.231813271840413,0.242331887880961,0.7389078013844479
monsoon,prospect,Battery Level,43,58,-0.0666666666666667,0.333333333333333,2.5215055201146828
snowmelt,prospect,Battery Level,58,86,-0.574375026666667,1.02079933333333,7.923609516243816
winter_baseflow,prospect,Battery Level,48,99,-0.0666666666666667,NA,3.43376323195405
fall_baseflow,prospect,Depth,0.260423766633511,0.856066748096466,-7.73483601379395e-4,6.70344984054568e-4,0.14515620212416946
monsoon,prospect,Depth,0.335264128875732,0.877502117779796,-8.29614166006139e-4,0.00160910478591919,0.12378575839110982
snowmelt,prospect,Depth,0.368683882212639,1.55112756136283,-0.00221779065309668,0.00295091077117921,0.28728059779653464
winter_baseflow,prospect,Depth,0.260681464021683,0.605416851991653,-3.48418897628784e-4,7.77094039916992e-4,0.07172909018966162
fall_baseflow,prospect,DO,6.24161422729492,14.8232354831696,-0.0343644777933757,0.0566401621500651,1.9941495005861698
monsoon,prospect,DO,5.15418817043304,13.9110192775726,-0.0380411179860433,0.042025985399882,1.504668379336823
snowmelt,prospect,DO,5.80894112110138,10.134818534851,-0.048861363728841103,0.042683967590332,0.5957513040985083
winter_baseflow,prospect,DO,6.32382503509521,15.4242742919922,-0.035055280049642,0.0341984430948893,2.2473777880479684
fall_baseflow,prospect,External Voltage,15.71399974823,15.8579998016357,-0.00359999338785807,0.00359999338785807,0.031071670390685365
monsoon,prospect,External Voltage,7.95599985122681,15.9119997024536,-0.00359999338785807,0.00359999338785807,2.5414265915581127
snowmelt,prospect,External Voltage,7.95150002670288,15.9490003585815,-0.00306669871012382,0.00300000508626314,2.629963159953609
winter_baseflow,prospect,External Voltage,15.78600025177,15.9490003585815,-0.00300000508626298,0.00300000508626314,0.03602641416982471
fall_baseflow,prospect,ORP,0.269752616882324,0.492080123901367,-5.56953837076823e-4,3.80865478515626e-4,0.049263075998610434
monsoon,prospect,ORP,0.229801670532227,0.433296668701172,-0.00146521209716797,8.26168619791667e-4,0.04772143904162411
snowmelt,prospect,ORP,0.167222579803467,0.45630904083252,-0.00175392885335287,0.00128501094563802,0.060822716862900604
winter_baseflow,prospect,ORP,0.117681744537354,0.389278637695313,-0.00130817405192057,9.11827596028645e-4,0.06277594225361198
fall_baseflow,prospect,pH,7.83412425518036,8.92658709526062,-0.00394081815083822,0.00588175201416016,0.259927270365376
monsoon,prospect,pH,7.6350365074588,9.0280286026001,-0.00489452389070638,0.00609052340189616,0.3406543948136449
snowmelt,prospect,pH,7.34133266925812,8.27567173957824,-0.00433627700805663,0.00428852176666261,0.15811542855691224
winter_baseflow,prospect,pH,7.88695093154907,9.54284957885742,-0.00679757436116536,0.00757252311706543,0.40453663713929494
fall_baseflow,prospect,Specific Conductivity,136.61071182251,1201.44428955078,-1.27121004231771,0.721875895182292,285.20431484375786
monsoon,prospect,Specific Conductivity,120.930679416565,873.970763549805,-2.1390950186849,0.885619516438803,204.08401953459185
snowmelt,prospect,Specific Conductivity,53.3061777496338,895.875451660155,-3.56657076009115,1.36285349019368,127.81220669657594
winter_baseflow,prospect,Specific Conductivity,223.118781280518,1152.16730224609,-1.7184276123047,1.20289176432292,307.0181885743282
fall_baseflow,prospect,Temperature,0.829326718449593,18.2561890602112,-0.00908137130737305,0.022960521697998,3.8673182623987326
monsoon,prospect,Temperature,13.4963771915436,26.3076801872253,-0.012958979288737,0.0237996737162272,2.5527071245612185
snowmelt,prospect,Temperature,6.97601362228393,19.2652413598694,-0.0129962058194987,0.0248900623321533,2.302591388655401
winter_baseflow,prospect,Temperature,1.3972295498848,17.7774573516846,-0.0164282836914062,0.034502103169759,4.020895954026736
fall_baseflow,prospect,Turbidity,1.67534107685089,209.220958862305,-2.57146590232849,2.80462769571942,31.60086191045841
monsoon,prospect,Turbidity,2.12381445481155,285.458735961914,-6.34724192301432,6.01466980448589,31.06797596709149
snowmelt,prospect,Turbidity,3.0565200138092,944.576599121094,-20.6321441650391,23.2709986165363,76.99311863750022
winter_baseflow,prospect,Turbidity,1.66225080728531,29.3855709838866,-1.51795603084564,1.22334664789836,4.114518107558584
fall_baseflow,river bluffs,Chl-a Fluorescence,0.507697327136993,9.02142765045161,-0.322012825171153,0.271803698539734,1.4903937816626929
monsoon,river bluffs,Chl-a Fluorescence,0.0167466891929507,1.82209795236588,-0.0645797795057297,0.0647362890640895,0.3691397213188441
snowmelt,river bluffs,Chl-a Fluorescence,0.00542812552303076,29.1419715881348,-0.862030378977458,0.724168991863728,3.6154565854546803
winter_baseflow,river bluffs,Chl-a Fluorescence,1.95752566218376,24.8520897102355,-1.3527048737208,1.01734629948935,4.66355709175426
fall_baseflow,river bluffs,Depth,0.246704188545227,0.811423843688965,-9.5351754932403e-4,0.00122965389194488,0.14379662255481726
monsoon,river bluffs,Depth,0.129292662580849,1.03876568865395,-0.00165543868255615,0.00223659216308594,0.12808185581523282
snowmelt,river bluffs,Depth,0.196986195659637,1.51351828514099,-0.0017652013868332,0.00211204918365479,0.34028343961067464
winter_baseflow,river bluffs,Depth,0.156988909578323,0.392716486873627,-0.00102202884712219,0.0010694624707222,0.05494791443434948
fall_baseflow,river bluffs,DO,6.49263402938843,14.0465524673462,-0.0187607447306315,0.0278084615071615,1.8550030080275752
monsoon,river bluffs,DO,5.23700659751892,9.97574932098389,-0.0141655333836873,0.0130507386525472,1.0307975085121295
snowmelt,river bluffs,DO,0,13.0057978439331,-0.298896325270335,0.362025737126671,3.0111717236289333
winter_baseflow,river bluffs,DO,0.105650979280472,15.0175040817261,-0.125112190246582,0.136876584370931,2.4726454064707957
fall_baseflow,river bluffs,External Voltage,15.7950000762939,15.8850002288818,-0.00300000508626302,0.00300000508626302,0.018156087601727423
monsoon,river bluffs,External Voltage,15.8219995498657,15.8940000534058,-0.00300000508626302,0.00300000508626302,0.01407313300249773
snowmelt,river bluffs,External Voltage,15.8219995498657,15.8850002288818,-0.00300000508626302,0.00300000508626302,0.013008940931540005
winter_baseflow,river bluffs,External Voltage,15.78600025177,15.8850002288818,-0.00300000508626302,0.00300000508626302,0.018461713195412562
fall_baseflow,river bluffs,ORP,0.202298549804688,0.359968173828125,-0.00113694384765625,6.0452294921875e-4,0.032792391844875264
monsoon,river bluffs,ORP,0.171022658996582,0.455394417724609,-0.00146374674479166,9.16183349609375e-4,0.07488981424359639
snowmelt,river bluffs,ORP,-0.389006264953613,0.420727781982422,-0.00681851410929362,0.00890198046493527,0.19785951643474747
winter_baseflow,river bluffs,ORP,-0.0866420048522949,0.306654814453125,-0.00554913220214844,0.00459149836222332,0.0755521168263185
fall_baseflow,river bluffs,pH,7.94451829910278,9.54045478820801,-0.00225868288675944,0.0030484987894694,0.36971885957796885
monsoon,river bluffs,pH,7.58355540275574,9.42192579269409,-0.0032256965637207,0.00379770596822103,0.5299334435003977
snowmelt,river bluffs,pH,7.48924686908722,9.04351488113404,-0.00783087158203125,0.00990444310506179,0.18689429507438282
winter_baseflow,river bluffs,pH,7.98823311328888,9.27058799743652,-0.0208452816009521,0.0203975499471029,0.2987282081596004
fall_baseflow,river bluffs,Specific Conductivity,269.410015258789,1336.68607421875,-0.932950642903646,0.581755371093747,286.24777534412686
monsoon,river bluffs,Specific Conductivity,7.15158737182617,1258.0356640625,-1.7394346110026,1.09247841389974,196.6900701426585
snowmelt,river bluffs,Specific Conductivity,146.116996307373,1133.29821655273,-3.81803544108073,2.4912903137207,227.66696983629228
winter_baseflow,river bluffs,Specific Conductivity,978.278913574219,1485.32856933594,-3.73609415690104,5.43374422200521,118.77311055976162
fall_baseflow,river bluffs,Temperature,-0.00492500014603138,19.0814017486572,-0.0107345136006673,0.0184959786732993,4.597576815237916
monsoon,river bluffs,Temperature,15.0965553188324,25.8599380493164,-0.0138400573730467,0.0201687393188474,2.5196330253159136
snowmelt,river bluffs,Temperature,9.05759353637695,20.4430709838867,-0.0145270105997721,0.0218104998270671,2.023295314590452
winter_baseflow,river bluffs,Temperature,0.725802938938141,16.6859945487976,-0.0182888189951579,0.0272159989674886,3.939575766895982
monsoon,tamasag,Battery Level,25,55,-0.0666666666666667,NA,8.31612897171846
snowmelt,tamasag,Battery Level,27,93,-4.22466666666667,NA,20.97036594743872
winter_baseflow,tamasag,Battery Level,25,97,-0.0666666666666667,NA,2.642493663136213
fall_baseflow,tamasag,Depth,0.0495819553134441,1.21567970179368,-0.00205882626953125,0.0022842290930748,0.11799039505040962
monsoon,tamasag,Depth,0.0478002341258526,0.507176728909493,-0.00104553952754802,0.00123909163806611,0.09631807097382411
snowmelt,tamasag,Depth,0.0141277399023771,0.821048297647476,-0.00355622740859985,0.00364121141700744,0.19899905094642012
winter_baseflow,tamasag,Depth,0.0151974872651696,0.21386065803051,-0.00143716043624878,0.00142793541491032,0.04213781261482628
fall_baseflow,tamasag,DO,7.12018154144287,12.9042321014404,-0.0287426376342773,0.0368299605051676,1.240267823180599
monsoon,tamasag,DO,7.21820258140564,9.29034070968628,-0.0063313768852133,0.00663428052266439,0.43401538466114464
snowmelt,tamasag,DO,0,10.1689138412476,-0.0846862236658732,0.0953874874114995,3.1290916712730983
winter_baseflow,tamasag,DO,1.8560745716095,11.1156671047211,-0.0918668559392293,0.0817728509902954,2.081030378820822
fall_baseflow,tamasag,External Voltage,15.7049999237061,15.7770004272461,-0.00359999338785807,0.00359999338785807,0.014751131414638931
monsoon,tamasag,External Voltage,0,15.7950000762939,-0.903886666666667,0.901414666666667,5.9984326037948446
snowmelt,tamasag,External Voltage,0,15.8579998016357,-0.00300000508626314,0.00300000508626302,0.26771274204033535
winter_baseflow,tamasag,External Voltage,15.6780004501343,15.8489999771118,-0.00300000508626314,0.00300000508626302,0.04292552041233164
fall_baseflow,tamasag,ORP,0.269011405944824,0.469132476806641,-9.52970743815104e-4,8.80194010416662e-4,0.04535508199727735
monsoon,tamasag,ORP,0.254057179995606,0.455234413146973,-0.00149467390950521,9.50765319824219e-4,0.040113163170930624
snowmelt,tamasag,ORP,-0.432539495849609,0.463060778808594,-0.0067604340616862,0.00667012532552079,0.21629887300087489
winter_baseflow,tamasag,ORP,0.124008487701416,0.459607528686523,-0.00425628799438476,0.00280580590820312,0.08514305348268122
fall_baseflow,tamasag,pH,7.4282567024231,8.87176837921142,-0.00861871147155762,0.00859636561075847,0.3302364042510545
monsoon,tamasag,pH,7.49935302734375,8.70113968,-0.00637655199999998,0.00650055694580078,0.3651150972656364
snowmelt,tamasag,pH,6.90503594398499,8.71320583343506,-0.0173736991882324,0.0199863993326824,0.4090356233702618
winter_baseflow,tamasag,pH,3.02211471557617,9.05147155761719,-0.0257224451700846,0.0272800083160399,0.7998449139166255
fall_baseflow,tamasag,Specific Conductivity,85.4782598876953,240.583549804687,-0.163306091308594,0.204204833984378,51.40053469285731
monsoon,tamasag,Specific Conductivity,60.1689254379272,179.663788604736,-0.148242666666667,0.138209573068033,27.60621391487333
snowmelt,tamasag,Specific Conductivity,0.208998847007752,313.254510498047,-1.29235423787435,1.17515930175781,46.58912471267886
winter_baseflow,tamasag,Specific Conductivity,84.7074153137207,4418.69721679687,-0.794263585408528,0.732917175292969,636.895024701609
fall_baseflow,tamasag,Temperature,1.75865992903709,16.5329685211182,-0.0126736068725586,0.0239197069803874,3.2031342983497773
monsoon,tamasag,Temperature,11.0946432495117,19.4268154335022,-0.0142290318806966,0.0250909614562988,1.8863561165171732
snowmelt,tamasag,Temperature,6.9168381690979,17.3401634216309,-0.0118678251902263,0.025646588007609,2.1452102390048875
winter_baseflow,tamasag,Temperature,1.26710385084152,17.5035681724548,-0.0337916851043702,0.048144988377889,3.509787495245485
fall_baseflow,tamasag,Turbidity,3.19198293209076,197.67905670166,-3.55177911694845,3.33714154052732,34.7002698096327
monsoon,tamasag,Turbidity,1.17043048143387,240.752514579834,-6.29852986666666,7.06622706666667,16.449998320598066
